"","Chamber.No","Ind","Mass","Volume","Date.Time","Phase","Temp","Slope.with.BR","Slope","SE","R2","MR.abs.with.BR","BR","MR.abs","MR.mass","DO.unit","Trial","Temperature","Event"
"23","CH7","7",15.69,317,(2021-Nov-17 21:13:22),"M2",27.0481666666667,-0.00938165494403312,-0.00894515504452197,6.44487271293294e-05,0.996998244390277,10.1764312242718,4.65269616197903,9.7029527992737,618.41636706652,"mg O2","SMR",27,1
"24","CH8","8",15.2,317,(2021-Nov-17 21:03:22),"M1",27.015,-0.0087327256956427,-0.00832349357289045,5.09260797978695e-05,0.997833517044284,9.48793181380189,4.6861900512511,9.04330929707401,594.954559018027,"mg O2","SMR",27,1
"25","CH1","1",14.12,317,(2021-Nov-19 11:38:14),"M3",28.9633333333333,-0.0112647111146735,-0.0106659572174093,4.61899187730236e-05,0.998913447849279,12.2826805286844,5.31530627966363,11.6298184392322,823.641532523525,"mg O2","MMR",29,2
"26","CH2","2",13.73,317,(2021-Nov-19 11:38:14),"M3",28.9633333333333,-0.00932753118947914,-0.00870980744297922,6.43812420401846e-05,0.996840957552432,10.1835373818,6.62258569766751,9.50912389163631,692.580035807451,"mg O2","MMR",29,2
"27","CH3","3",17.05,317,(2021-Nov-19 11:48:14),"M4",28.9901666666667,-0.0106103276456528,-0.00997619525685537,4.19331089829991e-05,0.998976312433917,11.4572439983288,5.97655802888647,10.7724951622576,631.817898079622,"mg O2","MMR",29,2
"28","CH4","4",19.25,317,(2021-Nov-19 11:58:14),"M5",28.9425,-0.012998833682692,-0.0123277743844855,8.41855513004586e-05,0.997302504873162,13.9334498244775,5.16245776034479,13.21414136273,686.448901960002,"mg O2","MMR",29,2
"29","CH5","5",14.04,317,(2021-Nov-19 12:08:14),"M6",28.9656666666667,-0.00919276875767878,-0.00866458086594007,5.82567286941989e-05,0.997384902696828,10.0261484021749,5.7456888741764,9.45007710892273,673.082415165437,"mg O2","MMR",29,2
"30","CH6","6",13.55,317,(2021-Nov-18 21:05:20),"M13",28.9978333333333,-0.00938571029456703,-0.00887934126014879,5.29609354539099e-05,0.997940875504581,10.2531376399909,5.39510616166529,9.69996997941174,715.864943130017,"mg O2","SMR",29,2
"31","CH7","7",15.14,317,(2021-Nov-18 21:05:20),"M13",28.9978333333333,-0.00925713310858058,-0.00876782655271921,6.70657959385427e-05,0.996617989262106,10.0596895205621,5.28572453395778,9.52796204353376,629.323780946748,"mg O2","SMR",29,2
"32","CH8","8",14.75,317,(2021-Nov-19 12:38:14),"M9",28.9695,-0.00987436168379285,-0.00925137702698489,5.72577074960596e-05,0.99778323657532,10.744292948135,6.30911320405133,10.0664233430623,682.469379190662,"mg O2","MMR",29,2
"33","CH1","1",18.97,317,(2021-Nov-22 05:23:22),"M45",26.9811666666667,-0.0122722856325888,-0.0120460553050299,4.65447589276718e-05,0.999134825012653,13.1670334334896,1.84342456109534,12.924309105209,681.302535857091,"mg O2","SMR",27,1
"34","CH2","2",18.07,317,(2021-Nov-22 14:23:54),"M3",27.042,-0.0107942992423941,-0.0106579645444483,7.78846165488045e-05,0.996912266829146,11.6162635411039,1.26302499943965,11.469547228579,634.728678947371,"mg O2","MMR",27,1
"35","CH3","3",20.02,317,(2021-Nov-22 14:33:54),"M4",26.9548333333333,-0.0115754230482114,-0.0114380688712772,4.57634734579711e-05,0.999072406912019,12.3756088926881,1.1866017886522,12.2287596962109,610.827157652891,"mg O2","MMR",27,1
"36","CH4","4",14.85,317,(2021-Nov-22 14:13:54),"M2",26.9868333333333,-0.0089932613504179,-0.00884045356787587,0.000113763260233404,0.990486691022424,9.78233010130357,1.69913645993319,9.6161149639213,647.54982922029,"mg O2","MMR",27,1
"37","CH5","5",20.09,317,(2021-Nov-22 14:53:54),"M6",26.9891666666667,-0.0113675753270953,-0.0111536231688967,4.78207332807421e-05,0.998934960454234,12.1505284453243,1.88212659289452,11.9218401182777,593.421608674847,"mg O2","MMR",27,1
"38","CH6","6",19.75,317,(2021-Nov-22 15:03:54),"M7",26.9811666666667,-0.0118382608504135,-0.0116327788236568,3.34977959865975e-05,0.999519288294248,12.6681229360275,1.73574505033374,12.4482366191952,630.290461731402,"mg O2","MMR",27,1
"39","CH7","7",20.3,317,(2021-Nov-22 15:23:54),"M9",26.995,-0.0116606947473582,-0.0113819571852299,4.27975515054661e-05,0.999180637743578,12.4550212735482,2.3904027004168,12.1572961086878,598.881581708759,"mg O2","MMR",27,1
"40","CH8","8",19.03,317,(2021-Nov-22 15:13:54),"M8",27.0633333333333,-0.00958149696563839,-0.00938800511081742,3.63216911100883e-05,0.999132565692156,10.2779951430646,2.01943240722063,10.070437978333,529.187492292852,"mg O2","MMR",27,1
"41","CH1","1",18.3,317,(2021-Nov-23 12:17:53),"M2",28.9986666666667,-0.0122169732443962,-0.0120949568339833,5.54200747364202e-05,0.998783743910958,13.1371556691641,0.998745008046935,13.005948982719,710.707594684096,"mg O2","MMR",29,2
"42","CH2","2",17.49,317,(2021-Nov-23 12:27:53),"M3",29.0256666666667,-0.0119166558008058,-0.0117803211028601,5.87416568340145e-05,0.998559941085415,12.8489672840377,1.14406843853407,12.7019663046634,726.241641204312,"mg O2","MMR",29,2
"43","CH3","3",20.07,317,(2021-Nov-23 12:37:53),"M4",28.957,-0.0134869521390806,-0.0133495979621464,4.64235186093675e-05,0.999299088444772,14.4168505151659,1.01842266153031,14.2700260424405,711.012757470878,"mg O2","MMR",29,2
"44","CH4","4",14.43,317,(2021-Nov-23 12:47:53),"M5",29.075,-0.00944849276088695,-0.00926971457699579,0.000102281534643178,0.992988130928443,10.2917896367816,1.89213442202367,10.0970551424218,699.726621096453,"mg O2","MMR",29,2
"45","CH5","5",19.83,317,(2021-Nov-23 12:57:53),"M6",28.989,-0.0117157003503764,-0.0115017481921778,5.07917078142875e-05,0.998870217148448,12.5335968232369,1.82620032776577,12.3047082369701,620.509744678271,"mg O2","MMR",29,2
"46","CH6","6",19.64,317,(2021-Nov-23 13:07:53),"M7",28.9818333333333,-0.0118540843674272,-0.0116486023406705,4.40736047243727e-05,0.999170384128611,12.6897498989933,1.73342807750996,12.4697822112784,634.917627865497,"mg O2","MMR",29,2
"47","CH7","7",19.75,317,(2021-Nov-23 13:17:53),"M8",29.0363333333333,-0.0119756259320549,-0.0117066090444791,4.33419148339934e-05,0.999205604429298,12.8151173098919,2.24637016137646,12.5272423384971,634.29075131631,"mg O2","MMR",29,2
"48","CH8","8",18.81,317,(2021-Nov-23 13:17:53),"M8",29.0363333333333,-0.0107727128508537,-0.0105792209960328,3.82409045764828e-05,0.999242734925065,11.5643348819858,1.79612932693736,11.3566244717052,603.754623695121,"mg O2","MMR",29,2
