FishIDs,Stock,Pond,Trial,Chamber.No,Ind,Mass,Volume,SMR.Start.Date,SMR.Date.Time,SMR.Phase,SMR.Temp.true,Temp.factor,Slope.with.BR.SMR,Slope.SMR,SE.SMR,R2.SMR,MR.abs.with.BR,BR.SMR,SMR.abs,SMR,SMR.units,DO.unit,MMR.Date,MMR.Date.Time,MMR.Phase,MMR.Temp.true,Slope.with.BR.MMR,Slope.MMR,SE.MMR,R2.MMR,MR.abs.with.BR.MMR,BR.MMR,MMR.abs,MMR,MMR.units,MMR.Best.Temp,MMR.Best,MMR.Best.units,DO.unit,Trial.Best.MMR,Experiment,test.Num,Replicate,AS.absolute,AS.absolute.units,AS.factorial,AS.Best.absolute,AS.Best.absolute.units,AS.Best.factorial,K,relative.weight
118,LP,BC,Acute,CH6,30,3.96,78,9/3/21,(2021-Sep-03 08:58:56),M80,20.92177778,21,-0.002956608,-0.002904274,3.98E-05,0.967691667,0.788066125,1.770080823,0.774116718,195.4840196,3.258066993,mg O2,9/3/21,(2021-Sep-03 10:12:16),M6,20.94422222,-0.008610557,-0.008380835,6.39E-05,0.989769654,2.296952256,2.667916272,2.235671493,573.2491009,9.554151681,20.94422222,573.2491009,9.554151681,mg O2,MMR,4,3,1,377.7650813,6.296084688,2.932460168,377.7650813,6.296084688,2.932460168,0.605312352,76.88932902
119,LP,BC,Acute,CH7,31,4.64,78,9/3/21,(2021-Sep-03 02:58:56),M50,20.95061111,21,-0.003503227,-0.003524842,2.66E-05,0.98997035,0.925188257,-0.616990881,0.930896584,200.6242638,3.34373773,mg O2,9/3/21,(2021-Sep-03 10:24:16),M7,20.93911111,-0.010710797,-0.010661089,5.63E-05,0.995058707,2.828678755,0.46409719,2.815550937,606.7997708,10.11332951,20.93227778,661.3418348,11.02236391,mg O2,SMR,4,3,1,406.175507,6.769591783,3.024558243,460.717571,7.678626183,3.296419996,0.613538562,77.27567247
120,LP,BC,Acute,CH8,32,3.66,78,9/3/21,(2021-Sep-03 06:58:56),M70,20.94433333,21,-0.003160333,-0.00291319,3.87E-05,0.97026108,0.845781052,7.820160592,0.779639616,213.0162885,3.550271475,mg O2,9/3/21,(2021-Sep-03 10:36:16),M8,20.91788889,-0.007201804,-0.006995056,5.21E-05,0.99023752,1.926338464,2.870781233,1.871037501,505.6858111,8.428096852,20.97483333,534.1674299,8.902790498,mg O2,SMR,4,3,1,292.6695226,4.877825377,2.37393025,321.1511414,5.352519023,2.507636546,0.616267435,78.64261853
129,LP,DB,Acute,CH1,33,4.37,78,,(2021-Sep-07 12:10:08),M83,21.03366667,21,-0.003749035,-0.003808428,6.34E-05,0.968129845,0.993749259,-1.584222173,1.009492455,231.0051384,3.850085639,mg O2,,(2021-Sep-07 13:14:42),M1,21.05875,-0.008967107,-0.009383424,8.18E-05,0.991113395,2.383349444,-4.642712414,2.494001505,598.0818957,9.968031594,21.05875,598.0818957,9.968031594,mg O2,MMR,5,1,1,367.0767573,6.117945955,2.589041525,367.0767573,6.117945955,2.589041525,0.612497652,77.64214898
130,LP,DB,Acute,CH2,34,4.91,78,,(2021-Sep-07 09:03:08),M66,21.03425,21,-0.004560011,-0.004498753,6.07E-05,0.978936853,1.199848235,1.343360121,1.183729952,241.08553,4.018092166,mg O2,,(2021-Sep-07 13:25:42),M2,21.01208333,-0.011496296,-0.011144444,0.00012051,0.986389856,3.024123664,3.060569796,2.931568248,594.6385899,9.910643165,21.04,641.8910488,10.69818415,mg O2,SMR,5,1,1,353.5530599,5.892550999,2.466504688,400.8055188,6.680091981,2.662503423,0.63131832,79.39014283
131,LP,DB,Acute,CH3,35,5.24,78,,(2021-Sep-07 09:25:08),M68,21.04058333,21,-0.004846023,-0.004765072,4.28E-05,0.990544891,1.269348005,1.670465444,1.248143985,238.195417,3.969923616,mg O2,,(2021-Sep-07 13:47:42),M4,21.04308333,-0.007705017,-0.007346885,6.11E-05,0.99190562,2.027097615,4.648043856,1.932877229,392.8612253,6.547687088,21.02116667,577.7314811,9.628858019,mg O2,SMR,5,1,1,154.6658084,2.577763473,1.649323192,339.5360642,5.658934403,2.425451709,0.640427942,80.63061209
132,LP,DB,Acute,CH4,36,4.86,78,,(2021-Sep-07 10:53:08),M76,21.03508333,21,-0.00453315,-0.004500934,4.00E-05,0.990757932,1.193596629,0.710676628,1.185114017,243.8506207,4.064177012,mg O2,,(2021-Sep-07 13:36:42),M3,20.995,-0.009808367,-0.010011644,7.81E-05,0.992861765,2.588938191,-2.072485201,2.642593552,564.6567419,9.410945698,20.995,564.6567419,9.410945698,mg O2,MMR,5,1,1,320.8061211,5.346768686,2.315584599,320.8061211,5.346768686,2.315584599,0.681701175,86.45000637
133,LP,DB,Acute,CH5,37,4.92,78,,(2021-Sep-07 11:59:08),M82,21.00475,21,-0.004291249,-0.004166351,5.43E-05,0.980349198,1.128976113,2.91051793,1.096117061,222.7880206,3.713133676,mg O2,,(2021-Sep-07 13:58:42),M5,21.01808333,-0.009166922,-0.008877257,4.02E-05,0.997588663,2.420947479,3.159891129,2.344448174,505.2690031,8.421150051,21.04008333,608.0213007,10.13368834,mg O2,SMR,5,1,1,282.4809825,4.708016375,2.267936138,385.2332801,6.420554668,2.729147191,0.632464958,79.88159491
134,LP,DB,Acute,CH6,38,4.62,78,,(2021-Sep-07 07:02:08),M55,21.00508333,21,-0.003722609,-0.003516309,4.46E-05,0.981391044,0.983394049,5.541804879,0.92889627,201.0597986,3.350996644,mg O2,,(2021-Sep-07 14:20:42),M7,20.9835,-0.007299221,-0.007080402,4.58E-05,0.99508948,1.931899374,2.997840719,1.873984108,418.3000241,6.971667068,21.01408333,597.3200916,9.95533486,mg O2,SMR,5,1,1,217.2402254,3.620670424,2.080475694,396.260293,6.604338216,2.970857902,0.649440587,82.29151948
135,LP,DB,Acute,CH7,39,4.78,78,,(2021-Sep-07 02:38:08),M31,20.98841667,21,-0.004431297,-0.004203334,4.59E-05,0.986018708,1.168054567,5.14439308,1.107965249,231.7918931,3.863198218,mg O2,,(2021-Sep-07 14:09:42),M6,21.04341667,-0.010472849,-0.010715523,0.000181536,0.967242175,2.76847663,-2.317170108,2.832626942,619.8308408,10.33051401,21.06441667,651.2133462,10.85355577,mg O2,SMR,5,1,1,388.0389478,6.467315796,2.674083345,419.4214532,6.990357553,2.809474213,0.64485105,81.57727804
136,LP,DB,Acute,CH8,40,3.76,78,,(2021-Sep-07 11:26:08),M79,21.03225,21,-0.003428205,-0.003318388,3.43E-05,0.987581025,0.916235746,3.203320446,0.886885779,235.8738774,3.93123129,mg O2,,(2021-Sep-07 14:31:42),M8,21.03466667,-0.007558821,-0.00734129,5.73E-05,0.992869286,2.024826853,2.877842366,1.966555528,547.7870551,9.129784252,21.0115,573.4752178,9.557920296,mg O2,SMR,5,1,1,311.9131777,5.198552962,2.322372707,337.6013404,5.626689006,2.431279055,0.604607998,77.31966514
137,LP,DB,Acute,CH1,33,4.02,78,,(2021-Sep-08 04:03:48),M50,23.06108333,23,-0.004042566,-0.003919911,6.73E-05,0.966385507,1.074465522,3.034076446,1.041865416,249.8478216,4.164130361,mg O2,,(2021-Sep-08 11:44:13),M3,23.036,-0.007722432,-0.008052662,7.56E-05,0.989706775,2.051139715,-4.276244101,2.138851456,506.836838,8.447280633,23.039,565.3971255,9.423285426,mg O2,SMR,5,2,1,256.9890163,4.283150272,2.028582177,315.5493039,5.259155065,2.262966,0.612497652,77.64214898
138,LP,DB,Acute,CH2,34,4.56,78,,(2021-Sep-08 05:53:48),M60,23.07925,23,-0.005336552,-0.005261645,7.08E-05,0.979107114,1.403790675,1.403654427,1.384086305,280.7477293,4.679128821,mg O2,,(2021-Sep-08 11:44:13),M3,23.036,-0.010418674,-0.010725238,5.45E-05,0.996966427,2.751530036,-2.942450847,2.832492455,610.4509601,10.17418267,23.036,610.4509601,10.17418267,mg O2,MMR,5,2,1,329.7032308,5.495053847,2.174375414,329.7032308,5.495053847,2.174375414,0.63131832,79.39014283
139,LP,DB,Acute,CH3,35,4.75,78,,(2021-Sep-07 23:39:48),M26,23.02233333,23,-0.005265853,-0.004993579,3.96E-05,0.992624434,1.385382631,5.170552474,1.313750695,267.0224989,4.450374982,mg O2,,(2021-Sep-08 11:55:13),M4,23.02558333,-0.009638594,-0.00928799,4.06E-05,0.997755163,2.538574389,3.637501521,2.446233707,505.4201875,8.423669792,23.02558333,505.4201875,8.423669792,mg O2,MMR,5,2,1,238.3976886,3.973294809,1.892800006,238.3976886,3.973294809,1.892800006,0.640427942,80.63061209
140,LP,DB,Acute,CH4,36,4.51,78,,(2021-Sep-07 20:21:48),M8,23.07616667,23,-0.004934567,-0.004708051,4.85E-05,0.987610077,1.302488761,4.590381937,1.242699552,265.5340923,4.425568204,mg O2,,(2021-Sep-08 12:06:13),M5,23.01066667,-0.009507431,-0.009665229,0.000111471,0.98454675,2.513954923,-1.659731539,2.555679825,561.6878737,9.361464562,23.01066667,561.6878737,9.361464562,mg O2,MMR,5,2,1,296.1537815,4.935896358,2.115313589,296.1537815,4.935896358,2.115313589,0.681701175,86.45000637
141,LP,DB,Acute,CH5,37,4.36,78,,(2021-Sep-08 08:38:48),M75,22.96141667,23,-0.004674188,-0.00453839,4.71E-05,0.987446117,1.234434324,2.905272486,1.198570643,258.3126386,4.305210643,mg O2,,(2021-Sep-08 12:06:13),M5,22.94783333,-0.010854366,-0.01056842,8.22E-05,0.992904723,2.867376225,2.634384637,2.791838506,604.2940489,10.07156748,22.94783333,604.2940489,10.07156748,mg O2,MMR,5,2,1,345.9814103,5.766356839,2.339390176,345.9814103,5.766356839,2.339390176,0.632464958,79.88159491
142,LP,DB,Acute,CH6,38,4.38,78,,(2021-Sep-08 08:27:48),M74,22.98491667,23,-0.004381421,-0.004181253,4.60E-05,0.985892941,1.159639497,4.568560204,1.106660668,247.0224706,4.117041177,mg O2,,(2021-Sep-08 12:28:13),M7,22.98108333,-0.009424591,-0.009206332,4.43E-05,0.99727128,2.496461035,2.315849809,2.438646747,551.7300332,9.195500554,22.98108333,551.7300332,9.195500554,mg O2,MMR,5,2,1,304.7075626,5.078459377,2.233521638,304.7075626,5.078459377,2.233521638,0.649440587,82.29151948
143,LP,DB,Acute,CH7,39,4.41,78,,(2021-Sep-08 04:03:48),M50,23.0005,23,-0.004443828,-0.004683241,4.26E-05,0.990332724,1.174717109,-5.387537224,1.23800543,270.8983436,4.514972393,mg O2,,(2021-Sep-08 13:23:13),M12,22.99625,-0.006901962,-0.007138653,6.15E-05,0.99132824,1.825762102,-3.429340307,1.888373697,417.7817915,6.963029858,22.96758333,599.9183038,9.998638397,mg O2,SMR,5,2,1,146.8834479,2.448057465,1.542208734,329.0199602,5.483666003,2.214551392,0.64485105,81.57727804
144,LP,DB,Acute,CH8,40,3.48,78,,(2021-Sep-08 09:11:48),M78,22.973,23,-0.004412666,-0.004309304,4.09E-05,0.989459215,1.182047268,2.342389845,1.154359113,321.5484995,5.359141658,mg O2,,(2021-Sep-08 12:39:13),M8,22.95408333,-0.009305337,-0.009092574,6.49E-05,0.994023234,2.494016435,2.286464887,2.436991625,686.4765141,11.44127523,22.98658333,703.9104585,11.73184098,mg O2,SMR,5,2,1,364.9280146,6.082133577,2.134908156,382.361959,6.372699317,2.189126865,0.604607998,77.31966514
145,LP,DB,Acute,CH1,33,4.17,78,,(2021-Sep-09 01:27:10),M46,24.98616667,25,-0.004657834,-0.004528175,7.16E-05,0.971310583,1.237158068,2.783680489,1.202719541,285.0046305,4.750077175,mg O2,,(2021-Sep-09 09:22:55),M2,24.92633333,-0.009386164,-0.009012506,7.26E-05,0.992403461,2.499798265,3.980941621,2.400282756,597.0852626,9.951421044,24.99983333,747.8847416,12.46474569,mg O2,SMR,5,3,1,312.0806321,5.201343869,2.095001971,462.8801111,7.714668518,2.624114353,0.612497652,77.64214898
146,LP,DB,Acute,CH2,34,4.93,78,,(2021-Sep-09 04:01:10),M60,25.049,25,-0.005670061,-0.005596661,4.54E-05,0.992288183,1.497440477,1.29451978,1.478055814,318.5465117,5.309108528,mg O2,,(2021-Sep-09 09:22:55),M2,24.92633333,-0.012961445,-0.012609592,6.23E-05,0.997131312,3.42679856,2.714606093,3.333774478,731.0908942,12.18484824,24.92633333,731.0908942,12.18484824,mg O2,MMR,5,3,1,412.5443825,6.875739709,2.295083661,412.5443825,6.875739709,2.295083661,0.63131832,79.39014283
147,LP,DB,Acute,CH3,35,4.92,78,,(2021-Sep-09 08:14:13),M83,25.04158333,25,-0.00534978,-0.005417638,5.87E-05,0.986264305,1.409003762,-1.268421978,1.426875876,294.8090652,4.91348442,mg O2,,(2021-Sep-09 09:44:55),M4,24.91341667,-0.01138602,-0.011027887,3.37E-05,0.998897011,3.0024934,3.14537122,2.908053837,612.2218604,10.20369767,24.91341667,612.2218604,10.20369767,mg O2,MMR,5,3,1,317.4127952,5.290213253,2.076672439,317.4127952,5.290213253,2.076672439,0.640427942,80.63061209
148,LP,DB,Acute,CH4,36,4.68,78,,(2021-Sep-09 07:08:11),M77,25.00916667,25,-0.005236836,-0.005282581,3.85E-05,0.993748527,1.384724226,-0.873525886,1.396820151,306.9934398,5.11655733,mg O2,,(2021-Sep-09 09:55:55),M5,25.02583333,-0.01138912,-0.011551227,4.35E-05,0.99832793,3.013151271,-1.423349664,3.05603895,677.6139578,11.29356596,25.02583333,677.6139578,11.29356596,mg O2,MMR,5,3,1,370.620518,6.177008634,2.207258755,370.620518,6.177008634,2.207258755,0.681701175,86.45000637
149,LP,DB,Acute,CH5,37,4.64,78,,(2021-Sep-09 05:40:10),M69,24.96883333,25,-0.005370645,-0.005223488,4.30E-05,0.992055128,1.418752535,2.740019531,1.379878438,298.6749867,4.977916444,mg O2,,(2021-Sep-09 09:55:55),M5,24.9555,-0.010959581,-0.010669916,5.24E-05,0.997158069,2.905428765,2.643027687,2.828637479,648.7700639,10.8128344,24.90808333,758.1747576,12.63624596,mg O2,SMR,5,3,1,350.0950772,5.834917954,2.172160686,459.4997709,7.658329515,2.53846084,0.632464958,79.88159491
150,LP,DB,Acute,CH6,38,4.48,78,,(2021-Sep-08 20:30:10),M19,24.91933333,25,-0.005281107,-0.00505908,3.58E-05,0.994121074,1.398901938,4.204182109,1.340089553,303.1876816,5.053128027,mg O2,,(2021-Sep-09 10:17:55),M7,24.92708333,-0.010107435,-0.009888616,9.46E-05,0.989319505,2.678793789,2.16493114,2.620799749,598.356107,9.972601783,24.92708333,598.356107,9.972601783,mg O2,MMR,5,3,1,295.1684254,4.919473756,1.973550191,295.1684254,4.919473756,1.973550191,0.649440587,82.29151948
151,LP,DB,Acute,CH7,39,4.57,78,,(2021-Sep-09 08:36:13),M85,24.96616667,25,-0.005064032,-0.004837653,5.54E-05,0.98476033,1.339578163,4.470326122,1.279694651,283.1182855,4.718638092,mg O2,,(2021-Sep-09 10:28:55),M8,24.8985,-0.011476983,-0.01171782,0.000124077,0.986942505,3.040528196,-2.098437322,3.104331775,703.9301077,11.73216846,24.8985,703.9301077,11.73216846,mg O2,MMR,5,3,1,420.8118222,7.013530369,2.486346321,420.8118222,7.013530369,2.486346321,0.64485105,81.57727804
152,LP,DB,Acute,CH8,40,3.59,78,,(2021-Sep-09 07:41:13),M80,24.91366667,25,-0.004853095,-0.004742915,4.44E-05,0.989784169,1.300726584,2.270298538,1.271196207,358.0834387,5.968057311,mg O2,,(2021-Sep-09 10:28:55),M8,24.8985,-0.008666423,-0.008448892,4.99E-05,0.995897374,2.324958737,2.51004314,2.26660127,651.322204,10.85537007,24.90983333,746.4716971,12.44119495,mg O2,SMR,5,3,1,293.2387654,4.887312756,1.818911834,388.3882584,6.47313764,2.08463061,0.604607998,77.31966514
161,LP,DB,Acute,CH1,41,2.79,78,,(2021-Sep-15 08:53:34),M65,25.08408333,25,-0.002949803,-0.002826741,4.07E-05,0.976140207,0.798676837,4.171874728,0.76535704,274.3215198,4.57202533,mg O2,,(2021-Sep-15 13:09:35),M1,25.07558333,-0.007311801,-0.007242727,4.59E-05,0.995284516,1.980766973,0.944695661,1.962054754,713.4744559,11.89124093,25.01725,809.9514734,13.49919122,mg O2,SMR,6,1,1,439.1529361,7.319215602,2.600869434,535.6299536,8.927165893,2.95256265,,
162,LP,DB,Acute,CH2,42,2.97,78,,(2021-Sep-15 01:55:34),M27,25.07458333,25,-0.002972591,-0.002890412,5.00E-05,0.965878192,0.802920607,2.764572453,0.780723285,262.8697931,4.381163218,mg O2,,(2021-Sep-15 13:20:35),M2,25.0655,-0.007195603,-0.007128434,9.74E-05,0.978463409,1.947216553,0.933471617,1.929039839,681.639519,11.36065865,25.01725,741.5391047,12.35898508,mg O2,SMR,6,1,1,418.7697259,6.979495432,2.593069029,478.6693117,7.977821861,2.820936921,,
163,LP,DB,Acute,CH3,43,3.27,78,,(2021-Sep-15 09:15:34),M67,25.08208333,25,-0.002642836,-0.002535255,4.88E-05,0.958089947,0.710997016,4.070694506,0.682054499,208.5793576,3.476322627,mg O2,,(2021-Sep-15 13:31:35),M3,25.0425,-0.007993945,-0.007930611,5.86E-05,0.993599293,2.154911747,0.792276617,2.137838885,685.2047708,11.42007951,25.0425,685.2047708,11.42007951,mg O2,MMR,6,1,1,476.6254132,7.943756887,3.285103467,476.6254132,7.943756887,3.285103467,,
164,LP,DB,Acute,CH4,44,4.44,78,,(2021-Sep-15 04:18:34),M40,25.0795,25,-0.005477569,-0.00539158,3.90E-05,0.993860476,1.450547804,1.569827607,1.427776704,321.5713297,5.359522162,mg O2,,(2021-Sep-15 13:42:35),M4,25.01833333,-0.010423893,-0.010356124,5.97E-05,0.996093335,2.767168248,0.650128381,2.749178102,645.3469723,10.75578287,25.102,646.1597697,10.7693295,mg O2,SMR,6,1,1,323.7756426,5.39626071,2.006854818,324.58844,5.409807333,2.009382398,,
165,LP,DB,Acute,CH5,45,2.72,78,,(2021-Sep-15 00:27:34),M19,24.96808333,25,-0.002772565,-0.002707057,4.29E-05,0.971260187,0.751387408,2.362721841,0.733634214,269.718461,4.495307684,mg O2,,(2021-Sep-15 13:53:35),M5,24.945,-0.00766334,-0.007597441,4.22E-05,0.996380438,2.080412834,0.859926717,2.062522808,796.3408527,13.27234754,24.945,796.3408527,13.27234754,mg O2,MMR,6,1,1,526.6223917,8.777039861,2.952489235,526.6223917,8.777039861,2.952489235,,
166,LP,DB,Acute,CH6,46,3.07,78,,(2021-Sep-15 09:37:34),M69,24.99275,25,-0.002946434,-0.002828903,3.92E-05,0.977805142,0.794794768,3.988919274,0.763091046,248.5638588,4.142730979,mg O2,,(2021-Sep-15 14:04:35),M6,24.97266667,-0.008742729,-0.008673741,5.23E-05,0.995732266,2.363054742,0.789088095,2.344408158,802.8795062,13.3813251,24.97266667,802.8795062,13.3813251,mg O2,MMR,6,1,1,554.3156475,9.238594124,3.230073391,554.3156475,9.238594124,3.230073391,,
167,LP,DB,Acute,CH7,47,5.23,78,,(2021-Sep-15 11:49:34),M81,24.9425,25,-0.005069909,-0.004933243,3.59E-05,0.993805881,1.328174319,2.695630619,1.292371646,247.1073892,4.118456487,mg O2,,(2021-Sep-15 14:15:35),M7,24.98483333,-0.010448184,-0.010379342,8.59E-05,0.991983501,2.747663483,0.658890627,2.729559386,551.4261386,9.190435644,24.96525,712.6558309,11.87759718,mg O2,SMR,6,1,1,304.3187494,5.071979157,2.23152428,465.5484417,7.759140695,2.883992394,,
168,LP,DB,Acute,CH8,48,5.26,78,,(2021-Sep-15 04:29:34),M41,25.00533333,25,-0.005805027,-0.005730287,4.40E-05,0.993100266,1.520127662,1.287505555,1.500555934,285.2767936,4.754613226,mg O2,,(2021-Sep-15 14:37:35),M9,24.93758333,-0.011549248,-0.011480755,0.000105957,0.99004927,3.038052906,0.593057236,3.020035513,612.5832684,10.20972114,24.94075,659.0862173,10.98477029,mg O2,SMR,6,1,1,327.3064748,5.455107913,2.147329479,373.8094237,6.230157062,2.310339404,,
169,LP,DB,Acute,CH1,41,2.75,78,,(2021-Sep-16 10:07:12),M76,23.12272222,23,-0.002564893,-0.002413059,2.18E-05,0.985794679,0.694829447,5.919692181,0.653697683,237.7082483,3.961804139,mg O2,,(2021-Sep-16 11:11:59),M1,23.01461111,-0.007219315,-0.007150003,3.23E-05,0.996374912,1.95779164,0.960095128,1.938994978,726.2153476,12.10358913,23.01461111,726.2153476,12.10358913,mg O2,MMR,6,2,1,488.5070993,8.141784988,3.055070039,488.5070993,8.141784988,3.055070039,,
170,LP,DB,Acute,CH2,42,2.83,78,,(2021-Sep-16 09:43:12),M74,23.11144444,23,-0.002486345,-0.002332923,3.73E-05,0.956623666,0.672834882,6.170582135,0.631317053,223.0802308,3.718003846,mg O2,,(2021-Sep-16 11:23:59),M2,22.98138889,-0.00786359,-0.007795871,4.43E-05,0.994293285,2.128548095,0.861178668,2.110217493,750.9670794,12.51611799,22.98138889,750.9670794,12.51611799,mg O2,MMR,6,2,1,527.8868487,8.798114144,3.366354234,527.8868487,8.798114144,3.366354234,,
171,LP,DB,Acute,CH3,43,3.12,78,,(2021-Sep-16 04:43:12),M49,23.16811111,23,-0.002566502,-0.002472778,2.45E-05,0.982854925,0.69184684,3.651812594,0.66658189,213.6480418,3.560800697,mg O2,,(2021-Sep-16 11:35:59),M3,22.9585,-0.007850501,-0.007786509,4.11E-05,0.995056057,2.118504724,0.815126974,2.101236221,691.1961252,11.51993542,22.9585,691.1961252,11.51993542,mg O2,MMR,6,2,1,477.5480834,7.959134724,3.235209269,477.5480834,7.959134724,3.235209269,,
172,LP,DB,Acute,CH4,44,4.26,78,,(2021-Sep-16 04:31:12),M48,23.16661111,23,-0.004406124,-0.004303795,1.96E-05,0.996340226,1.169667298,2.322432823,1.142502561,268.1930895,4.469884824,mg O2,,(2021-Sep-16 11:47:59),M4,23.00155556,-0.010235053,-0.010166181,3.02E-05,0.998435875,2.719617443,0.672909474,2.70131688,644.7056992,10.74509499,23.00155556,644.7056992,10.74509499,mg O2,MMR,6,2,1,376.5126097,6.275210162,2.403886321,376.5126097,6.275210162,2.403886321,,
173,LP,DB,Acute,CH5,45,2.59,78,,(2021-Sep-16 07:43:12),M64,23.05133333,23,-0.002281045,-0.002158293,2.65E-05,0.973919953,0.619248886,5.381394673,0.585924659,226.2257371,3.770428951,mg O2,,(2021-Sep-16 11:59:59),M5,22.90383333,-0.006663428,-0.006596044,2.17E-05,0.998069001,1.811359547,1.011241986,1.793042319,720.0973167,12.00162194,22.90383333,720.0973167,12.00162194,mg O2,MMR,6,2,1,493.8715796,8.231192993,3.183091924,493.8715796,8.231192993,3.183091924,,
174,LP,DB,Acute,CH6,46,2.92,78,,(2021-Sep-16 05:43:12),M54,23.03722222,23,-0.002488125,-0.00238263,2.31E-05,0.98348128,0.672510264,4.239913113,0.643996414,220.546717,3.675778616,mg O2,,(2021-Sep-16 12:11:59),M6,22.88477778,-0.008488163,-0.008417368,2.36E-05,0.998598004,2.296998636,0.834040134,2.277840746,804.8907228,13.41484538,22.88477778,804.8907228,13.41484538,mg O2,MMR,6,2,1,584.3440059,9.739066764,3.649524844,584.3440059,9.739066764,3.649524844,,
175,LP,DB,Acute,CH7,47,4.95,78,,(2021-Sep-16 09:07:12),M71,23.05644444,23,-0.003941837,-0.003807952,3.41E-05,0.985981052,1.036624315,3.396510735,1.001415259,202.3061129,3.371768549,mg O2,,(2021-Sep-16 12:35:59),M8,22.91794444,-0.00956354,-0.009488571,5.61E-05,0.993808709,2.517085413,0.783905466,2.497353843,510.7063074,8.511771791,22.91794444,510.7063074,8.511771791,mg O2,MMR,6,2,1,308.4001945,5.140003242,2.524423509,308.4001945,5.140003242,2.524423509,,
176,LP,DB,Acute,CH8,48,4.93,78,,(2021-Sep-16 05:19:12),M52,23.02327778,23,-0.004580081,-0.004487424,2.36E-05,0.995113211,1.204799338,2.023032338,1.180425858,239.4372937,3.990621562,mg O2,,(2021-Sep-16 12:35:59),M8,22.91794444,-0.01095377,-0.0108861,3.18E-05,0.998482536,2.885354368,0.617770832,2.86752949,593.6914058,9.894856763,22.91794444,593.6914058,9.894856763,mg O2,MMR,6,2,1,354.2541121,5.904235201,2.479527715,354.2541121,5.904235201,2.479527715,,
177,LP,DB,Acute,CH1,41,2.67,78,,(2021-Sep-16 23:16:16),M29,20.98533333,21,-0.002057392,-0.001964874,1.63E-05,0.983925771,0.557939958,4.496852385,0.532850221,199.5693713,3.326156189,mg O2,,(2021-Sep-17 09:15:13),M1,20.97083333,-0.007030141,-0.006960691,3.28E-05,0.996066505,1.907249022,0.987882489,1.888407643,715.3059253,11.92176542,20.97083333,715.3059253,11.92176542,mg O2,MMR,6,3,1,515.7365539,8.595609232,3.584247024,515.7365539,8.595609232,3.584247024,,
178,LP,DB,Acute,CH2,42,2.81,78,,(2021-Sep-17 02:44:16),M45,20.976,21,-0.002125858,-0.002013842,2.31E-05,0.969558405,0.575435739,5.269193133,0.545114918,193.9910741,3.233184568,mg O2,,(2021-Sep-17 09:27:13),M2,21.02477778,-0.006779958,-0.00671192,3.10E-05,0.996206491,1.835714435,1.003519839,1.817292677,651.3593823,10.85598971,21.02477778,651.3593823,10.85598971,mg O2,MMR,6,3,1,457.3683083,7.622805138,3.357677076,457.3683083,7.622805138,3.357677076,,
179,LP,DB,Acute,CH3,43,3.04,78,,(2021-Sep-17 04:15:16),M52,21.01041667,21,-0.002039935,-0.001934644,1.67E-05,0.982672853,0.550488625,5.161455745,0.522075398,171.7353284,2.862255474,mg O2,,(2021-Sep-17 09:39:13),M3,20.96066667,-0.00519191,-0.005127538,4.80E-05,0.984643786,1.402002715,1.239864137,1.384619786,463.0835406,7.71805901,20.96066667,463.0835406,7.71805901,mg O2,MMR,6,3,1,291.3482122,4.855803536,2.696495502,291.3482122,4.855803536,2.696495502,,
180,LP,DB,Acute,CH4,44,4.19,78,,(2021-Sep-17 05:33:16),M58,21.01733333,21,-0.00368709,-0.003562651,1.44E-05,0.99612084,0.979718795,3.374997061,0.946653314,225.9315786,3.76552631,mg O2,,(2021-Sep-17 09:51:13),M4,20.98683333,-0.009559192,-0.009489677,7.35E-05,0.989431971,2.54243919,0.72721151,2.523950279,612.6092911,10.21015485,20.98683333,612.6092911,10.21015485,mg O2,MMR,6,3,1,386.6777125,6.444628542,2.71148148,386.6777125,6.444628542,2.71148148,,
181,LP,DB,Acute,CH5,45,2.49,78,,(2021-Sep-17 00:47:16),M36,20.921625,21,-0.001768448,-0.001682395,1.75E-05,0.974850623,0.480727807,4.865986929,0.457335655,183.6689378,3.061148963,mg O2,,(2021-Sep-17 10:03:13),M5,20.92261111,-0.005619814,-0.005551562,4.31E-05,0.989405465,1.527870084,1.214487267,1.509314297,608.5944744,10.14324124,20.92261111,608.5944744,10.14324124,mg O2,MMR,6,3,1,424.9255366,7.082092277,3.313540557,424.9255366,7.082092277,3.313540557,,
182,LP,DB,Acute,CH6,46,2.83,78,,(2021-Sep-17 03:10:16),M47,20.92245833,21,-0.00208126,-0.001976162,1.42E-05,0.987920375,0.563213923,5.049746431,0.534773048,188.9657415,3.149429025,mg O2,,(2021-Sep-17 10:15:13),M6,20.95888889,-0.006692717,-0.006620862,3.52E-05,0.995007667,1.81185239,1.073629255,1.792399813,640.1427902,10.6690465,20.95888889,640.1427902,10.6690465,mg O2,MMR,6,3,1,451.1770487,7.519617479,3.387612935,451.1770487,7.519617479,3.387612935,,
